bnf_drug_code,bnf_drug_name,bnf_class_name,inference_scope,multiplicity_family,peak_trough_ratio,ptr_lci,ptr_uci,peak_month,trough_month,modality,seasonal_reproducibility,stl_seasonal_strength,stl_trend_strength,distribution,route,drug_all_q_bh,drug_significant,parent_class_significant,class_q_bh,conditional_drug_q_legacy,conditional_drug_significant_legacy,meaningful
1302011L0,Light liquid paraffin,Emollients,secondary_exploratory,all_eligible_drugs,1.148,1.124,1.178,Apr,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.688,0.81,0.983,poisson,HAC-Wald,1.98310352976403e-33,TRUE,TRUE,4.56697434699239e-18,1.33971470491246e-33,TRUE,TRUE
0107040A0,Glyceryl trinitrate,Management of anal fissures,secondary_exploratory,all_eligible_drugs,1.148,1.122,1.179,Feb,Jul,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.746,0.825,0.815,poisson,HAC-Wald,6.6734795593763e-42,TRUE,TRUE,3.55305526555235e-42,4.50836709452731e-42,TRUE,TRUE
1202010I0,Budesonide,Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.147,1.127,1.18,Jun,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.683,0.737,0.916,poisson,HAC-Wald,4.34034320017831e-63,TRUE,TRUE,4.93335033400967e-52,2.93218257260506e-63,TRUE,TRUE
1307000Q0,Silver nitrate,Preparations for warts and calluses,secondary_exploratory,all_eligible_drugs,1.146,1.102,1.223,Sep,Jan,"bimodal (2 harmonics, 2 peaks)",0.556,0.616,0.787,poisson,HAC-Wald,5.64811834802603e-06,TRUE,TRUE,8.58535976194372e-32,4.06344000621473e-06,TRUE,TRUE
1202010M0,Fluticasone propionate (Nasal),Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.145,1.115,1.189,Jun,Oct,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.565,0.764,0.77,poisson,HAC-Wald,2.63482273159536e-15,TRUE,TRUE,4.93335033400967e-52,1.82288458200105e-15,TRUE,TRUE
0902021X0,Water for injection,Parent prepn for fluid and electrolyte imb,secondary_exploratory,all_eligible_drugs,1.114,1.105,1.13,Jan,Aug,"bimodal (2 harmonics, 2 peaks)",0.59,0.698,0.526,poisson,HAC-Wald,4.0604622203793e-196,TRUE,TRUE,6.15845376198558e-09,2.7431048675663e-196,TRUE,TRUE
1104020B0,Antazoline,Other anti-inflammatory preparations,secondary_exploratory,all_eligible_drugs,1.976,1.757,2.632,Jun,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.495,0.495,0.701,poisson,HAC-Wald,9.94124627884453e-23,TRUE,TRUE,7.18501992677657e-144,6.83588264400013e-23,TRUE,FALSE
1201010AG,Phenazone/lidocaine,Otitis externa,secondary_exploratory,all_eligible_drugs,1.969,1.799,2.231,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.314,0.09,0.86,poisson,HAC-Wald,5.43614288826704e-33,TRUE,TRUE,4.03048405132221e-10,3.67246614012291e-33,TRUE,FALSE
1201010Q0,Hydrocortisone,Otitis externa,secondary_exploratory,all_eligible_drugs,1.935,1.462,3.277,Dec,Apr,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.036,0.319,0.818,poisson,HAC-Wald,0.000174105541125986,TRUE,TRUE,4.03048405132221e-10,0.000125752821542229,TRUE,FALSE
1310040M0,Malathion,Parasiticidal preparations,secondary_exploratory,all_eligible_drugs,1.891,1.464,3.498,Mar,Jul,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.365,0.203,0.495,poisson,HAC-Wald,5.42141728363441e-10,TRUE,TRUE,6.7990072351079e-32,3.75485042932234e-10,TRUE,FALSE
1203010M0,Hydrocortisone (Sodium succinate),Drugs for oral ulceration and inflammation,secondary_exploratory,all_eligible_drugs,1.788,1.571,2.17,May,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.169,0.381,0.959,poisson,HAC-Wald,1.97155233891472e-11,TRUE,TRUE,2.42048686581937e-22,1.35590952705168e-11,TRUE,FALSE
1404000AD,Hepatitis A/typhoid vaccine,Vaccines and antisera,secondary_exploratory,all_eligible_drugs,1.748,1.336,3.072,Sep,Mar,unimodal (1 harmonic preferred),-0.207,0,0.927,poisson,HAC-Wald,0.0158957713668202,TRUE,TRUE,5.01709265504371e-74,0.0120573998306771,TRUE,FALSE
1201010F0,Flumetasone pivalate,Otitis externa,secondary_exploratory,all_eligible_drugs,1.744,1.371,2.454,Oct,Apr,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.583,0.412,0.853,poisson,HAC-Wald,0.00339431833821256,TRUE,TRUE,4.03048405132221e-10,0.00249456574407999,TRUE,FALSE
1404000E0,Cholera,Vaccines and antisera,secondary_exploratory,all_eligible_drugs,1.708,1.32,2.738,Jun,Feb,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.412,0.195,0.522,poisson,HAC-Wald,0.00948326275203713,TRUE,TRUE,5.01709265504371e-74,0.00706579513451305,TRUE,FALSE
0505060I0,Ivermectin,Filaricides,secondary_exploratory,all_eligible_drugs,1.663,1.542,1.936,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.456,0.357,0.977,poisson,HAC-Wald,3.79242960449667e-59,TRUE,TRUE,1.97019443519026e-59,2.56203149872568e-59,TRUE,FALSE
1103010H0,Fusidic acid,Antibacterials,secondary_exploratory,all_eligible_drugs,1.619,1.259,2.187,Feb,Oct,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.4,0.479,0.724,poisson,HAC-Wald,0.00933675161968205,TRUE,TRUE,9.40936355817698e-11,0.00696259752160194,TRUE,FALSE
0406000U0,Prochlorperazine mesilate,Drugs used in nausea and vertigo,secondary_exploratory,all_eligible_drugs,1.61,1.254,2.164,Aug,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",-0.019,0.251,0.973,poisson,HAC-Wald,0.000995882001513652,TRUE,TRUE,4.48078666131178e-09,0.000721535077488658,TRUE,FALSE
1306030A0,Brimonidine tart (Rosacea),Topical preparation for rosacea,secondary_exploratory,all_eligible_drugs,1.519,1.427,1.827,Apr,Dec,"bimodal (2 harmonics, 2 peaks)",0.682,0.472,0.661,poisson,HAC-Wald,1.03316970866971e-21,TRUE,TRUE,2.45879982359496e-118,7.0960584816196e-22,TRUE,FALSE
1404000AL,Shingles (H/Z),Vaccines and antisera,secondary_exploratory,all_eligible_drugs,1.496,1.257,1.925,Oct,Jun,"bimodal (2 harmonics, 2 peaks)",0.052,0.176,0.617,negbin,NB-LRT,0.0399930300534129,TRUE,TRUE,5.01709265504371e-74,0.0309717145147455,TRUE,FALSE
1201010H0,Chloramphenicol,Otitis externa,secondary_exploratory,all_eligible_drugs,1.458,1.226,2.194,Feb,Jun,"bimodal (2 harmonics, 2 peaks)",0.219,0.065,0.112,poisson,HAC-Wald,0.0144745649297401,TRUE,TRUE,4.03048405132221e-10,0.0109309714928854,TRUE,FALSE
1003020AA,Capsaicin,"Rubefacients, topical NSAIDs, capsaicin and poultices",secondary_exploratory,all_eligible_drugs,1.439,1.261,1.91,Nov,Aug,"bimodal (2 harmonics, 2 peaks)",-0.166,0.031,0.962,poisson,HAC-Wald,0.0303208300712934,TRUE,TRUE,1.55919199584476e-59,0.0233540067713224,TRUE,FALSE
0102000Y0,Propantheline bromide,Antispasmodics and other drugs altering gut motility,secondary_exploratory,all_eligible_drugs,1.436,1.145,1.973,Aug,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.39,0.321,0.411,poisson,HAC-Wald,0.0339632640189297,TRUE,FALSE,0.0936735611860228,,FALSE,FALSE
120101040,Dexamethasone sodium metasulphobenzoate,Otitis externa,secondary_exploratory,all_eligible_drugs,1.421,1.215,2.001,Jan,May,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",-0.027,0.03,0.476,poisson,HAC-Wald,0.0392239504948498,TRUE,TRUE,4.03048405132221e-10,0.0303879766422526,TRUE,FALSE
0601021X0,Tolbutamide,Antidiabetic drugs,secondary_exploratory,all_eligible_drugs,1.417,1.189,2.313,Mar,Jul,"bimodal (2 harmonics, 2 peaks)",-0.023,0.103,0.931,poisson,HAC-Wald,0.048351062002419,TRUE,FALSE,0.870182495394554,,FALSE,FALSE
1202010Z0,Mometasone furoate/olopatadine hydrochloride,Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.406,1.293,1.645,May,Jan,"bimodal (2 harmonics, 2 peaks)",0.564,0.21,0.956,negbin,NB-LRT,6.90293651837158e-05,TRUE,TRUE,4.93335033400967e-52,5.00206134918491e-05,TRUE,FALSE
0106050B0,Bowel cleansing solutions,Bowel cleansing preparations,secondary_exploratory,all_eligible_drugs,1.344,1.198,1.598,Dec,Sep,"bimodal (2 harmonics, 2 peaks)",0.018,0,0.677,negbin,NB-LRT,0.0149590618991724,TRUE,FALSE,0.169064721999555,,FALSE,FALSE
0106060C0,Naldemedine,Peripheral opioid-receptor antagonists,secondary_exploratory,all_eligible_drugs,1.335,1.25,1.608,Jun,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.376,0.209,0.968,poisson,HAC-Wald,4.09045698063308e-20,TRUE,FALSE,0.377717910393493,,FALSE,FALSE
1303000D0,Calamine,Topical local anaesthetics and antipruritics,secondary_exploratory,all_eligible_drugs,1.315,1.224,1.666,Apr,Oct,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.381,0.188,0.12,poisson,HAC-Wald,2.92197003733277e-14,TRUE,TRUE,0.0257285967380165,2.01736392879191e-14,TRUE,FALSE
1108020A0,Diclofenac sodium,Ocular diagnostic & peri-operative prepn & photodynamic tt,secondary_exploratory,all_eligible_drugs,1.312,1.163,1.847,May,Oct,unimodal (1 harmonic preferred),-0.04,0.02,0.867,poisson,HAC-Wald,0.0348691413576994,TRUE,FALSE,0.436913075381646,,FALSE,FALSE
0502050B0,Griseofulvin,Other antifungals,secondary_exploratory,all_eligible_drugs,1.31,1.232,1.683,Apr,Nov,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.225,0.464,0.871,poisson,HAC-Wald,1.64754204628657e-06,TRUE,TRUE,1.64563226144604e-13,1.1811653743398e-06,TRUE,FALSE
1404000S0,Typhoid,Vaccines and antisera,secondary_exploratory,all_eligible_drugs,1.29,1.199,1.464,Jan,May,"bimodal (2 harmonics, 2 peaks)",0.484,0.236,0.863,poisson,HAC-Wald,2.81002793531481e-06,TRUE,TRUE,5.01709265504371e-74,2.02576204572927e-06,TRUE,FALSE
0601023AB,Liraglutide,Antidiabetic drugs,secondary_exploratory,all_eligible_drugs,1.289,1.176,2.273,Jul,Nov,"bimodal (2 harmonics, 2 peaks)",-0.262,0,0.968,poisson,HAC-Wald,0.00147150579131433,TRUE,FALSE,0.870182495394554,,FALSE,FALSE
140400070,Hepatitis A/hepatitis B,Vaccines and antisera,secondary_exploratory,all_eligible_drugs,1.287,1.204,1.512,Jan,Oct,"bimodal (2 harmonics, 2 peaks)",0.333,0.029,0.376,poisson,HAC-Wald,1.63299956904756e-05,TRUE,TRUE,5.01709265504371e-74,1.17087762148977e-05,TRUE,FALSE
140400030,Hepatitis A,Vaccines and antisera,secondary_exploratory,all_eligible_drugs,1.277,1.153,1.471,Jan,Oct,"bimodal (2 harmonics, 2 peaks)",0.541,0.263,0.925,poisson,HAC-Wald,0.00840905438218441,TRUE,TRUE,5.01709265504371e-74,0.00625557751629562,TRUE,FALSE
1404000F0,Diphtheria,Vaccines and antisera,secondary_exploratory,all_eligible_drugs,1.271,1.179,1.412,Feb,May,"bimodal (2 harmonics, 2 peaks)",0.214,0.016,0.799,poisson,HAC-Wald,5.96725388423686e-10,TRUE,TRUE,5.01709265504371e-74,4.13204762035272e-10,TRUE,FALSE
0406000AA,Doxylamine succinate/pyridoxine hydrochloride,Drugs used in nausea and vertigo,secondary_exploratory,all_eligible_drugs,1.261,1.158,1.447,Feb,Jun,"bimodal (2 harmonics, 2 peaks)",0.259,0.088,0.971,negbin,NB-LRT,0.0337248241625517,TRUE,TRUE,4.48078666131178e-09,0.0259972452569988,TRUE,FALSE
1201010AF,Ciprofloxacin/fluocinolone,Otitis externa,secondary_exploratory,all_eligible_drugs,1.254,1.17,1.381,Sep,Jun,"bimodal (2 harmonics, 2 peaks)",0.301,0.289,0.909,negbin,NB-LRT,0.00116057361106133,TRUE,TRUE,4.03048405132221e-10,0.000839517250347655,TRUE,FALSE
0501050C0,Erythromycin,Macrolides,secondary_exploratory,all_eligible_drugs,1.252,1.187,1.347,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.557,0.447,0.796,negbin,NB-LRT,3.24466606757033e-06,TRUE,TRUE,6.83004773135963e-17,2.338113919191e-06,TRUE,FALSE
0503010Q0,Lamivudine,HIV infection,secondary_exploratory,all_eligible_drugs,1.249,1.14,1.412,Nov,Mar,"bimodal (2 harmonics, 2 peaks)",0.138,0.304,0.937,negbin,NB-LRT,0.0165846972532646,TRUE,FALSE,0.61254833111613,,FALSE,FALSE
1201010E0,Betamethasone sodium phosphate,Otitis externa,secondary_exploratory,all_eligible_drugs,1.239,1.157,2.163,Jan,May,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.131,0.131,0.137,poisson,HAC-Wald,0.0174341421624137,TRUE,TRUE,4.03048405132221e-10,0.0132399736846812,TRUE,FALSE
1108030AA,Carbomer,Other eye preparations,secondary_exploratory,all_eligible_drugs,1.233,1.121,1.782,Jun,Feb,"bimodal (2 harmonics, 2 peaks)",0.091,0.019,0.684,poisson,HAC-Wald,0.00259636613873336,TRUE,TRUE,0.00149959155530954,0.0019052213041679,TRUE,FALSE
090501300,Other magnesium preparations,Calcium and magnesium,secondary_exploratory,all_eligible_drugs,1.215,1.137,1.367,Dec,Apr,unimodal (1 harmonic preferred),0.17,0.378,0.458,poisson,Poisson-LRT,0.0026546543661887,TRUE,FALSE,0.507072588053869,,FALSE,FALSE
1305020R0,Tacalcitol,Preparations for psoriasis,secondary_exploratory,all_eligible_drugs,1.212,1.119,1.404,May,Oct,unimodal (1 harmonic preferred),0.333,0.27,0.897,poisson,HAC-Wald,0.0405918312587073,TRUE,TRUE,2.00974064079059e-55,0.0314942195972837,TRUE,FALSE
1304000S0,Fluticasone propionate (Topical),Topical corticosteroids,secondary_exploratory,all_eligible_drugs,1.206,1.142,1.341,Apr,Sep,unimodal (1 harmonic preferred),0.231,0.456,0.81,negbin,NB-LRT,0.00538476008732886,TRUE,TRUE,0.000772676262857242,0.0039792571463769,TRUE,FALSE
1202010W0,Fluticasone furoate,Drugs used in nasal allergy,secondary_exploratory,all_eligible_drugs,1.186,1.1,1.318,May,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.211,0.429,0.744,poisson,HAC-Wald,0.0223166770482392,TRUE,TRUE,4.93335033400967e-52,0.017073227546091,TRUE,FALSE
0501021K0,Cefuroxime axetil,Cephalosporins and other beta-lactams,secondary_exploratory,all_eligible_drugs,1.184,1.106,1.312,Feb,Oct,unimodal (1 harmonic preferred),0.107,0.065,0.582,negbin,NB-LRT,0.0341160163041381,TRUE,TRUE,4.30504844194276e-06,0.0263503435530046,TRUE,FALSE
1308010Y0,Fluorouracil (Sunscreen),Sunscreening preparations,secondary_exploratory,all_eligible_drugs,1.181,1.097,1.317,Sep,Jan,"bimodal (2 harmonics, 2 peaks)",0.409,0.433,0.71,poisson,HAC-Wald,0.0268848969717764,TRUE,TRUE,3.30769565126227e-31,0.0206311744011202,TRUE,FALSE
0606020Y0,Alendronic acid/colecalciferol,Bisphosphonates and other drugs,secondary_exploratory,all_eligible_drugs,1.174,1.099,1.502,Nov,Aug,"bimodal (2 harmonics, 2 peaks)",-0.039,0.154,0.821,poisson,HAC-Wald,0.0284301248508692,TRUE,FALSE,0.0694650838455479,,FALSE,FALSE
0503010H0,Tenofovir disoproxil,HIV infection,secondary_exploratory,all_eligible_drugs,1.17,1.094,1.3,Mar,Jun,"bimodal (2 harmonics, 2 peaks)",0.081,0.16,0.806,poisson,Poisson-LRT,0.0448876792255527,TRUE,FALSE,0.61254833111613,,FALSE,FALSE
1203030Y0,Benzydamine hydrochloride,Lozenges and sprays,secondary_exploratory,all_eligible_drugs,1.169,1.105,1.295,Dec,Jul,unimodal (1 harmonic preferred),0.011,0.143,0.37,poisson,Poisson-LRT,0.0182581499856328,TRUE,TRUE,1.58784569297935e-10,0.0138921679989639,TRUE,FALSE
0605010G0,Clomifene citrate,Hypothalamic & anterior pituitary hormone & antioestrogens,secondary_exploratory,all_eligible_drugs,1.166,1.103,1.304,Nov,Mar,"bimodal (2 harmonics, 2 peaks)",0.282,0.457,0.85,poisson,Poisson-LRT,0.0252427260534341,TRUE,FALSE,0.545517828547879,,FALSE,FALSE
090502100,Other phosphate supplement preparations,Phosphorus,secondary_exploratory,all_eligible_drugs,1.165,1.111,1.248,Aug,Jan,unimodal (1 harmonic preferred),0.461,0.374,0.56,negbin,NB-LRT,0.000715866184267594,TRUE,TRUE,0.016540956368645,0.000517298461942528,TRUE,FALSE
0101010Q0,Magnesium hydroxide,Antacids and simeticone,secondary_exploratory,all_eligible_drugs,1.161,1.086,1.478,Aug,Jan,unimodal (1 harmonic preferred),0.106,0.017,0.05,poisson,HAC-Wald,0.0189118346807468,TRUE,FALSE,0.0849006183105911,,FALSE,FALSE
0501120Y0,Moxifloxacin,Quinolones,secondary_exploratory,all_eligible_drugs,1.16,1.118,1.241,Jan,Aug,unimodal (1 harmonic preferred),0.326,0.446,0.685,poisson,Poisson-LRT,1.1045455260474e-06,TRUE,TRUE,4.12469936146296e-10,7.92190080458878e-07,TRUE,FALSE
0402010R0,Pimozide,Antipsychotic drugs,secondary_exploratory,all_eligible_drugs,1.158,1.109,1.668,Nov,Aug,"bimodal (2 harmonics, 2 peaks)",-0.137,0.115,0.716,poisson,HAC-Wald,0.0144745649297401,TRUE,TRUE,0.00313994020549551,0.0109309714928854,TRUE,FALSE
1103010Y0,Ofloxacin,Antibacterials,secondary_exploratory,all_eligible_drugs,1.158,1.087,1.268,Aug,Nov,"bimodal (2 harmonics, 2 peaks)",0.13,0.204,0.842,negbin,NB-LRT,0.0389337418551103,TRUE,TRUE,9.40936355817698e-11,0.0301749864596308,TRUE,FALSE
0104020P0,Loperamide hydrochloride and simeticone,Antimotility drugs,secondary_exploratory,all_eligible_drugs,1.156,1.091,1.253,Aug,Apr,unimodal (1 harmonic preferred),0.338,0.347,0.566,poisson,Poisson-LRT,0.00523255908298189,TRUE,TRUE,2.18265840235112e-06,0.00386814292529015,TRUE,FALSE
1203010U0,Doxycycline hyclate,Drugs for oral ulceration and inflammation,secondary_exploratory,all_eligible_drugs,1.151,1.09,1.273,Apr,Nov,unimodal (1 harmonic preferred),0.097,0.199,0.182,poisson,Poisson-LRT,0.0329276420950562,TRUE,TRUE,2.42048686581937e-22,0.0254025244251938,TRUE,FALSE
1304000P0,Fluocinonide,Topical corticosteroids,secondary_exploratory,all_eligible_drugs,1.144,1.08,1.229,Apr,Dec,unimodal (1 harmonic preferred),0.243,0.237,0.826,negbin,NB-LRT,0.0210106899446886,TRUE,TRUE,0.000772676262857242,0.0159919968735747,TRUE,FALSE
0501120P0,Ofloxacin,Quinolones,secondary_exploratory,all_eligible_drugs,1.142,1.099,1.21,Feb,Jun,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.544,0.656,0.579,negbin,NB-LRT,0.000252288082498531,TRUE,TRUE,4.12469936146296e-10,0.000182929676554968,TRUE,FALSE
0410020D0,Nicotine bitartrate,Nicotine dependence,secondary_exploratory,all_eligible_drugs,1.142,1.082,1.23,Mar,Nov,unimodal (1 harmonic preferred),0.349,0.452,0.454,poisson,Poisson-LRT,0.00899572923950646,TRUE,TRUE,3.44007179729206e-08,0.00669987377745008,TRUE,FALSE
1310050D0,Cetrimide,Preparations for minor cuts and abrasions,secondary_exploratory,all_eligible_drugs,1.136,1.098,1.203,Jun,Jan,unimodal (1 harmonic preferred),0.319,0.434,0.486,poisson,Poisson-LRT,3.8837878599834e-05,TRUE,FALSE,0.169535003759075,,FALSE,FALSE
0501070W0,Linezolid,Some other antibacterials,secondary_exploratory,all_eligible_drugs,1.133,1.092,1.303,Oct,Feb,unimodal (1 harmonic preferred),-0.058,0.332,0.495,poisson,HAC-Wald,0.0414629889802008,TRUE,TRUE,0.00188469676334775,0.0321575642369567,TRUE,FALSE
0208020W0,INR blood testing reagents,Oral anticoagulants,secondary_exploratory,all_eligible_drugs,1.13,1.083,1.187,Dec,Apr,"bimodal (2 harmonics, 2 peaks)",0.372,0.482,0.107,negbin,NB-LRT,0.00074504093539142,TRUE,TRUE,0.00531800462558879,0.000538207138396892,TRUE,FALSE
0501013K0,Co-amoxiclav (Amoxicillin/clavulanic acid),Penicillins,secondary_exploratory,all_eligible_drugs,1.128,1.088,1.191,Jan,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.563,0.625,0.61,poisson,HAC-Wald,3.77936513296662e-08,TRUE,TRUE,5.41228415339323e-21,2.71971901207727e-08,TRUE,FALSE
0501130R0,Nitrofurantoin,Urinary-tract infections,secondary_exploratory,all_eligible_drugs,1.127,1.095,1.165,Sep,May,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.586,0.531,0.799,negbin,NB-LRT,1.05310436448055e-07,TRUE,TRUE,2.05997052646044e-07,7.56531389695882e-08,TRUE,FALSE
0301011R0,Salbutamol,Adrenoceptor agonists,secondary_exploratory,all_eligible_drugs,1.126,1.098,1.156,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.612,0.702,0.943,poisson,HAC-Wald,3.04416778199318e-20,TRUE,TRUE,2.96694404817216e-20,2.08866555498987e-20,TRUE,FALSE
0501060D0,Clindamycin hydrochloride,Clindamycin and lincomycin,secondary_exploratory,all_eligible_drugs,1.126,1.097,1.163,Aug,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.625,0.701,0.921,negbin,NB-LRT,8.77994134102658e-09,TRUE,TRUE,4.48078666131178e-09,6.20517604427252e-09,TRUE,FALSE
1302011M0,Liquid paraffin,Emollients,secondary_exploratory,all_eligible_drugs,1.125,1.097,1.164,May,Sep,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.635,0.678,0.983,negbin,NB-LRT,1.64348218471536e-07,TRUE,TRUE,4.56697434699239e-18,1.18015618806803e-07,TRUE,FALSE
1306010B0,Azelaic acid,Topical preparations for acne,secondary_exploratory,all_eligible_drugs,1.121,1.074,1.2,Apr,Nov,unimodal (1 harmonic preferred),0.189,0.215,0.832,negbin,NB-LRT,0.0174341421624137,TRUE,TRUE,0.0462428934317855,0.0132399736846812,TRUE,FALSE
1304000V0,Hydrocortisone,Topical corticosteroids,secondary_exploratory,all_eligible_drugs,1.117,1.083,1.173,Mar,Oct,unimodal (1 harmonic preferred),0.437,0.71,0.783,negbin,NB-LRT,0.000414395102283668,TRUE,TRUE,0.000772676262857242,0.000300153322884438,TRUE,FALSE
1201030N0,Urea hydrogen peroxide,Removal of ear wax and other substances,secondary_exploratory,all_eligible_drugs,1.113,1.067,1.162,Mar,Nov,"bimodal (2 harmonics, 2 peaks)",0.612,0.616,0.887,poisson,HAC-Wald,3.54390253982082e-08,TRUE,TRUE,1.47066738370915e-17,2.53393891788175e-08,TRUE,FALSE
0501120L0,Ciprofloxacin,Quinolones,secondary_exploratory,all_eligible_drugs,1.112,1.092,1.143,Dec,Jun,unimodal (1 harmonic preferred),0.6,0.519,0.961,negbin,NB-LRT,8.37239651033377e-10,TRUE,TRUE,4.12469936146296e-10,5.79632915362358e-10,TRUE,FALSE
0406000G0,Cyclizine lactate,Drugs used in nausea and vertigo,secondary_exploratory,all_eligible_drugs,1.111,1.083,1.166,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.224,0.433,0.591,poisson,HAC-Wald,1.66113710318976e-08,TRUE,TRUE,4.48078666131178e-09,1.18171645924291e-08,TRUE,FALSE
0107020J0,Hydrocortisone,Compound haemorrhoidal preparations with corticosteroid,secondary_exploratory,all_eligible_drugs,1.109,1.076,1.174,Feb,Jul,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.538,0.523,0,poisson,HAC-Wald,2.60256001067465e-07,TRUE,TRUE,3.54049245952409e-17,1.86808497686131e-07,TRUE,FALSE
1304000F0,Betamethasone valerate,Topical corticosteroids,secondary_exploratory,all_eligible_drugs,1.109,1.075,1.164,May,Oct,unimodal (1 harmonic preferred),0.395,0.494,0.26,negbin,NB-LRT,0.0010875241020407,TRUE,TRUE,0.000772676262857242,0.000787170936282027,TRUE,FALSE
110802070,Ketorolac trometamol,Ocular diagnostic & peri-operative prepn & photodynamic tt,secondary_exploratory,all_eligible_drugs,1.106,1.071,1.171,Oct,Mar,unimodal (1 harmonic preferred),0.162,0.233,0.273,negbin,NB-LRT,0.00643464447293353,TRUE,FALSE,0.436913075381646,,FALSE,FALSE
0301020I0,Ipratropium bromide,Antimuscarinic bronchodilators,secondary_exploratory,all_eligible_drugs,1.104,1.078,1.129,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",0.561,0.671,0.985,poisson,HAC-Wald,8.01031040184012e-18,TRUE,TRUE,8.45914240039922e-05,5.56180176372347e-18,TRUE,FALSE
0501070AE,Fosfomycin trometamol,Some other antibacterials,secondary_exploratory,all_eligible_drugs,1.101,1.069,1.136,Sep,May,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.469,0.533,0.971,negbin,NB-LRT,1.43080100310078e-05,TRUE,TRUE,0.00188469676334775,1.02626520601651e-05,TRUE,FALSE
0501015P0,Pivmecillinam hydrochloride,Penicillins,secondary_exploratory,all_eligible_drugs,1.099,1.068,1.132,Sep,May,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.425,0.402,0.823,negbin,NB-LRT,1.07714154223354e-05,TRUE,TRUE,5.41228415339323e-21,7.7315870709859e-06,TRUE,FALSE
1001022K0,Methylprednisolone acetate,Corticosteroids,secondary_exploratory,all_eligible_drugs,1.098,1.066,1.185,Jul,Jan,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.425,0.612,0.944,poisson,HAC-Wald,0.00187786264377182,TRUE,TRUE,1.34640025024188e-11,0.00136576407812515,TRUE,FALSE
0501021L0,Cefalexin,Cephalosporins and other beta-lactams,secondary_exploratory,all_eligible_drugs,1.098,1.07,1.134,Dec,May,unimodal (1 harmonic preferred),0.431,0.368,0.276,negbin,NB-LRT,7.46569341080661e-06,TRUE,TRUE,4.30504844194276e-06,5.36686384375549e-06,TRUE,FALSE
1310020N0,Miconazole nitrate,Antifungal preparations,secondary_exploratory,all_eligible_drugs,1.098,1.079,1.29,Aug,Dec,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",0.308,0.495,0.901,poisson,HAC-Wald,0.00313713045991835,TRUE,TRUE,0.000226648496068398,0.00230712367720037,TRUE,FALSE
1404000G0,Hepatitis B,Vaccines and antisera,secondary_exploratory,all_eligible_drugs,1.096,1.058,1.169,Jan,Oct,"bimodal (2 harmonics, 2 peaks)",0.324,0.509,0.628,poisson,HAC-Wald,0.0196033396993867,TRUE,TRUE,5.01709265504371e-74,0.0149492436393395,TRUE,FALSE
1304000X0,Hydrocortisone acetate,Topical corticosteroids,secondary_exploratory,all_eligible_drugs,1.096,1.064,1.158,Mar,Nov,"bimodal (2 harmonics, 2 peaks)",0.474,0.626,0.261,negbin,NB-LRT,0.00748372972063048,TRUE,TRUE,0.000772676262857242,0.00553157816794615,TRUE,FALSE
